,_id,severity,@timestamp,host,@version,message,facility,syslog-tag,timestamp,tags
0,{'$oid': '5a0571e3dabef67f510001f5'},info,"""2017-11-10T09:31:14.047Z""",h75,1," F0EE820CD436: to=<root@h75.localdomain>, orig_to=<root>, relay=local, delay=0.19, delays=0.13/0.06/0/0, dsn=2.0.0, status=sent (delivered to mailbox)",mail,postfix/local[21920]:,2017-11-10T04:20:02.111054-05:00,"['_grokparsefailure', '_dateparsefailure']"
1,{'$oid': '5a0571e3dabef67f510001f6'},debug,"""2017-11-10T09:31:14.047Z""",h100,1, database version 3.0 compatible with current 3.0 version,user,setroubleshoot:,2017-11-10T17:20:02.052025+08:00,"['_grokparsefailure', '_dateparsefailure']"
2,{'$oid': '5a0571e3dabef67f510001f7'},debug,"""2017-11-10T09:31:14.047Z""",h100,1," created new database: name=setroubleshoot, friendly_name=Audit Listener, filepath=/var/lib/setroubleshoot/setroubleshoot_database.xml",user,setroubleshoot:,2017-11-10T17:20:02.050588+08:00,"['_grokparsefailure', '_dateparsefailure']"
3,{'$oid': '5a0571e3dabef67f510001f8'},info,"""2017-11-10T09:31:14.047Z""",h75,1, F0EE820CD436: message-id=<20171110092001.F0EE820CD436@h75.localdomain>,mail,postfix/cleanup[21917]:,2017-11-10T04:20:02.043865-05:00,"['_grokparsefailure', '_dateparsefailure']"
4,{'$oid': '5a0571e3dabef67f510001f9'},info,"""2017-11-10T09:31:14.048Z""",h75,1, F0EE820CD436: uid=0 from=<root>,mail,postfix/pickup[21752]:,2017-11-10T04:20:01.987021-05:00,"['_grokparsefailure', '_dateparsefailure']"
5,{'$oid': '5a0571e3dabef67f510001fa'},debug,"""2017-11-10T09:31:14.048Z""",h100,1, RunFaultServer(10),user,setroubleshoot:,2017-11-10T17:20:01.962866+08:00,"['_grokparsefailure', '_dateparsefailure']"
6,{'$oid': '5a0571e3dabef67f510001fb'},info,"""2017-11-10T09:31:14.048Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203650]:,2017-11-10T17:20:01.535026+08:00,"['_grokparsefailure', '_dateparsefailure']"
7,{'$oid': '5a0571e3dabef67f510001fc'},info,"""2017-11-10T09:31:14.048Z""",h64,1, (root) CMD (/usr/lib64/sa/sa1 1 1),cron,CROND[203649]:,2017-11-10T17:20:01.534963+08:00,"['_grokparsefailure', '_dateparsefailure']"
8,{'$oid': '5a0571e3dabef67f510001fd'},info,"""2017-11-10T09:31:14.048Z""",h62,1, (root) CMD (/usr/lib64/sa/sa1 1 1),cron,CROND[309]:,2017-11-10T04:20:01.522768-05:00,"['_grokparsefailure', '_dateparsefailure']"
9,{'$oid': '5a0571e3dabef67f510001fe'},debug,"""2017-11-10T09:31:14.048Z""",h100,1,"[5865177.508458] SELinux: initialized (dev tmpfs, type tmpfs), uses transition SIDs",kern,kernel:,2017-11-10T17:20:01.077435+08:00,"['_grokparsefailure', '_dateparsefailure']"
10,{'$oid': '5a0571e3dabef67f510001ff'},info,"""2017-11-10T09:31:14.048Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203639]:,2017-11-10T17:19:01.482828+08:00,"['_grokparsefailure', '_dateparsefailure']"
11,{'$oid': '5a0571e3dabef67f51000200'},info,"""2017-11-10T09:31:14.049Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203628]:,2017-11-10T17:18:01.429137+08:00,"['_grokparsefailure', '_dateparsefailure']"
12,{'$oid': '5a0571e3dabef67f51000201'},info,"""2017-11-10T09:31:14.049Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203617]:,2017-11-10T17:17:01.376839+08:00,"['_grokparsefailure', '_dateparsefailure']"
13,{'$oid': '5a0571e3dabef67f51000202'},info,"""2017-11-10T09:31:14.049Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203606]:,2017-11-10T17:16:01.307378+08:00,"['_grokparsefailure', '_dateparsefailure']"
14,{'$oid': '5a0571e3dabef67f51000203'},info,"""2017-11-10T09:31:14.049Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203595]:,2017-11-10T17:15:01.254675+08:00,"['_grokparsefailure', '_dateparsefailure']"
15,{'$oid': '5a057211dabef6648c000204'},info,"""2017-11-10T09:32:01.469Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203783]:,2017-11-10T17:32:01.209181+08:00,"['_grokparsefailure', '_dateparsefailure']"
16,{'$oid': '5a05724ddabef66306000205'},info,"""2017-11-10T09:33:01.388Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203797]:,2017-11-10T17:33:01.262444+08:00,"['_grokparsefailure', '_dateparsefailure']"
17,{'$oid': '5a05729edabef63251000001'},info,"""2017-11-10T09:34:22.751Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203808]:,2017-11-10T17:34:01.314798+08:00,"['_grokparsefailure', '_dateparsefailure']"
18,{'$oid': '5a0572c5dabef63251000002'},info,"""2017-11-10T09:35:01.443Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203817]:,2017-11-10T17:35:01.367948+08:00,"['_grokparsefailure', '_dateparsefailure']"
19,{'$oid': '5a0572dcdabef6c43e000003'},info,"""2017-11-10T09:35:24.788Z""",ustcnyx,1, pam_unix(sshd:session): session closed for user root,authpriv,sshd[3901]:,2017-11-10T04:35:24.735063-05:00,"['_grokparsefailure', '_dateparsefailure']"
20,{'$oid': '5a0572dcdabef6c43e000004'},info,"""2017-11-10T09:35:24.789Z""",ustcnyx,1, Received disconnect from 10.10.88.174: 11: disconnected by user,authpriv,sshd[3901]:,2017-11-10T04:35:24.726073-05:00,"['_grokparsefailure', '_dateparsefailure']"
21,{'$oid': '5a057301dabef6c43e000005'},info,"""2017-11-10T09:36:01.675Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203828]:,2017-11-10T17:36:01.420728+08:00,"['_grokparsefailure', '_dateparsefailure']"
22,{'$oid': '5a05733ddabef60a28000006'},info,"""2017-11-10T09:37:01.603Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203839]:,2017-11-10T17:37:01.472636+08:00,"['_grokparsefailure', '_dateparsefailure']"
23,{'$oid': '5a057378dabef62793000007'},crit,"""2017-11-10T09:38:00.507Z""",h102,1," Device: /dev/sda [SAT], 2 Offline uncorrectable sectors",daemon,smartd[883]:,2017-11-10T17:38:00.336206+08:00,"['_grokparsefailure', '_dateparsefailure']"
24,{'$oid': '5a057378dabef62793000008'},crit,"""2017-11-10T09:38:00.508Z""",h102,1," Device: /dev/sda [SAT], 2 Currently unreadable (pending) sectors",daemon,smartd[883]:,2017-11-10T17:38:00.336113+08:00,"['_grokparsefailure', '_dateparsefailure']"
25,{'$oid': '5a057379dabef60701000009'},info,"""2017-11-10T09:38:01.765Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203850]:,2017-11-10T17:38:01.534823+08:00,"['_grokparsefailure', '_dateparsefailure']"
26,{'$oid': '5a0573aadabef665b400000a'},crit,"""2017-11-10T09:38:50.655Z""",cdh-73,1," Device: /dev/sdb [SAT], 1 Currently unreadable (pending) sectors",daemon,smartd[984]:,2017-11-10T17:38:50.544116+08:00,"['_grokparsefailure', '_dateparsefailure']"
27,{'$oid': '5a0573b5dabef614c400000b'},info,"""2017-11-10T09:39:01.685Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203861]:,2017-11-10T17:39:01.588193+08:00,"['_grokparsefailure', '_dateparsefailure']"
28,{'$oid': '5a0573f1dabef68eca00000c'},debug,"""2017-11-10T09:40:01.329Z""",h100,1,"[5866377.660668] SELinux: initialized (dev tmpfs, type tmpfs), uses transition SIDs",kern,kernel:,2017-11-10T17:40:01.229432+08:00,"['_grokparsefailure', '_dateparsefailure']"
29,{'$oid': '5a0573f1dabef6be0600000d'},info,"""2017-11-10T09:40:01.833Z""",h64,1, (root) CMD (/usr/sbin/ntpdate 10.10.108.50),cron,CROND[203872]:,2017-11-10T17:40:01.640582+08:00,"['_grokparsefailure', '_dateparsefailure']"
30,{'$oid': '5a0573f1dabef6be0600000e'},info,"""2017-11-10T09:40:01.834Z""",h64,1, (root) CMD (/usr/lib64/sa/sa1 1 1),cron,CROND[203871]:,2017-11-10T17:40:01.640581+08:00,"['_grokparsefailure', '_dateparsefailure']"
31,{'$oid': '5a0573f1dabef6be0600000f'},info,"""2017-11-10T09:40:01.835Z""",h62,1, (root) CMD (/usr/lib64/sa/sa1 1 1),cron,CROND[3878]:,2017-11-10T04:40:01.573037-05:00,"['_grokparsefailure', '_dateparsefailure']"
32,{'$oid': '5a0573f2dabef60701000010'},debug,"""2017-11-10T09:40:02.338Z""",h100,1, database version 3.0 compatible with current 3.0 version,user,setroubleshoot:,2017-11-10T17:40:02.204061+08:00,"['_grokparsefailure', '_dateparsefailure']"
33,{'$oid': '5a0573f2dabef60701000011'},debug,"""2017-11-10T09:40:02.339Z""",h100,1," created new database: name=setroubleshoot, friendly_name=Audit Listener, filepath=/var/lib/setroubleshoot/setroubleshoot_database.xml",user,setroubleshoot:,2017-11-10T17:40:02.202636+08:00,"['_grokparsefailure', '_dateparsefailure']"
34,{'$oid': '5a0573f2dabef60701000012'},debug,"""2017-11-10T09:40:02.340Z""",h100,1, RunFaultServer(10),user,setroubleshoot:,2017-11-10T17:40:02.115892+08:00,"['_grokparsefailure', '_dateparsefailure']"
35,{'$oid': '5a0573f2dabef6ddbe000013'},debug,"""2017-11-10T09:40:02.843Z""",h100,1," load_plugins() names=['allow_anon_write', 'allow_execheap', 'allow_execmod', 'allow_execstack', 'allow_ftpd_use_cifs', 'allow_ftpd_use_nfs', 'associate', 'automount_exec_config', 'bind_ports', 'catchall', 'catchall_boolean', 'catchall_labels', 'chrome', 'connect_ports', 'cvs_data', 'dac_override', 'device', 'disable_ipv6', 'file', 'filesystem_associate', 'httpd_can_sendmail', 'httpd_write_content', 'kernel_modules', 'leaks', 'mmap_zero', 'mounton', 'mozplugger', 'mozplugger_remove', 'openvpn', 'public_content', 'qemu_blk_image', 'qemu_file_image', 'restorecon', 'restorecon_source', 'rsync_data', 'samba_share', 'sandbox_connect', 'selinuxpolicy', 'setenforce', 'sshd_root', 'swapfile', 'sys_module', 'sys_resource', 'vbetool', 'wine', 'xen_image']",user,setroubleshoot:,2017-11-10T17:40:02.836800+08:00,"['_grokparsefailure', '_dateparsefailure']"
36,{'$oid': '5a0573f3dabef6a0d9000014'},debug,"""2017-11-10T09:40:03.097Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510306801.227:106132): ,user,setroubleshoot:,2017-11-10T17:40:02.862413+08:00,"['_grokparsefailure', '_dateparsefailure']"
37,{'$oid': '5a0573f3dabef6a0d9000015'},debug,"""2017-11-10T09:40:03.100Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510306801.227:106132): arch=c000003e syscall=165 success=yes exit=0 a0=7f106f98cb98 a1=7f10714f0410 a2=7f106f98cb98 a3=6 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-10T17:40:02.862326+08:00,"['_grokparsefailure', '_dateparsefailure']"
38,{'$oid': '5a0573f3dabef6a0d9000016'},debug,"""2017-11-10T09:40:03.101Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mount } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem",user,setroubleshoot:,2017-11-10T17:40:02.862116+08:00,"['_grokparsefailure', '_dateparsefailure']"
39,{'$oid': '5a0573f3dabef6a0d9000017'},debug,"""2017-11-10T09:40:03.102Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mounton } for  pid=908 comm=""systemd-logind"" path=""/run/user/0"" dev=""tmpfs"" ino=90973662 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:user_tmp_t:s0 tclass=dir",user,setroubleshoot:,2017-11-10T17:40:02.861856+08:00,"['_grokparsefailure', '_dateparsefailure']"
40,{'$oid': '5a0573f3dabef6a0d9000018'},debug,"""2017-11-10T09:40:03.103Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mounton } for  pid=908 comm=""systemd-logind"" path=""/run/user/0"" dev=""tmpfs"" ino=90973662 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:user_tmp_t:s0 tclass=dir#012node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mount } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem#012node=GOS100 type=SYSCALL msg=audit(1510306801.227:106132): arch=c000003e syscall=165 success=yes exit=0 a0=7f106f98cb98 a1=7f10714f0410 a2=7f106f98cb98 a3=6 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510306801.227:106132): #012) called: 1 Connections",user,setroubleshoot:,2017-11-10T17:40:02.861663+08:00,"['_grokparsefailure', '_dateparsefailure']"
41,{'$oid': '5a0573f3dabef6a0d9000019'},debug,"""2017-11-10T09:40:03.104Z""",h100,1, dbus __init__ /org/fedoraproject/Setroubleshootd called,user,setroubleshoot:,2017-11-10T17:40:02.861443+08:00,"['_grokparsefailure', '_dateparsefailure']"
42,{'$oid': '5a0573f3dabef6a0d900001a'},debug,"""2017-11-10T09:40:03.105Z""",h100,1, creating system dbus: bus_name=org.fedoraproject.Setroubleshootd object_path=/org/fedoraproject/Setroubleshootd interface=org.fedoraproject.SetroubleshootdIface,user,setroubleshoot:,2017-11-10T17:40:02.861347+08:00,"['_grokparsefailure', '_dateparsefailure']"
43,{'$oid': '5a0573f3dabef6a0d900001b'},debug,"""2017-11-10T09:40:03.107Z""",h100,1, parse_socket_address_list: {unix}/var/run/setroubleshoot/setroubleshoot_server --> {unix}/var/run/setroubleshoot/setroubleshoot_server socket=None,user,setroubleshoot:,2017-11-10T17:40:02.860299+08:00,"['_grokparsefailure', '_dateparsefailure']"
44,{'$oid': '5a0573f3dabef6a0d900001c'},debug,"""2017-11-10T09:40:03.107Z""",h100,1, parse_socket_address_list: input='{unix}/var/run/setroubleshoot/setroubleshoot_server',user,setroubleshoot:,2017-11-10T17:40:02.859783+08:00,"['_grokparsefailure', '_dateparsefailure']"
45,{'$oid': '5a0573f3dabef6a0d900001d'},debug,"""2017-11-10T09:40:03.108Z""",h100,1, Number of Plugins = 46,user,setroubleshoot:,2017-11-10T17:40:02.857945+08:00,"['_grokparsefailure', '_dateparsefailure']"
46,{'$oid': '5a0573f3dabef614c400001e'},debug,"""2017-11-10T09:40:03.361Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510306801.227:106132): ,user,setroubleshoot:,2017-11-10T17:40:03.155934+08:00,"['_grokparsefailure', '_dateparsefailure']"
47,{'$oid': '5a0573f3dabef614c400001f'},debug,"""2017-11-10T09:40:03.361Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510306801.227:106132): arch=c000003e syscall=165 success=yes exit=0 a0=7f106f98cb98 a1=7f10714f0410 a2=7f106f98cb98 a3=6 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-10T17:40:03.155830+08:00,"['_grokparsefailure', '_dateparsefailure']"
48,{'$oid': '5a0573f3dabef614c4000020'},debug,"""2017-11-10T09:40:03.363Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mount } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem",user,setroubleshoot:,2017-11-10T17:40:03.155539+08:00,"['_grokparsefailure', '_dateparsefailure']"
49,{'$oid': '5a0573f3dabef614c4000021'},debug,"""2017-11-10T09:40:03.364Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mounton } for  pid=908 comm=""systemd-logind"" path=""/run/user/0"" dev=""tmpfs"" ino=90973662 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:user_tmp_t:s0 tclass=dir",user,setroubleshoot:,2017-11-10T17:40:03.155147+08:00,"['_grokparsefailure', '_dateparsefailure']"
50,{'$oid': '5a0573f3dabef614c4000022'},debug,"""2017-11-10T09:40:03.366Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mounton } for  pid=908 comm=""systemd-logind"" path=""/run/user/0"" dev=""tmpfs"" ino=90973662 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:user_tmp_t:s0 tclass=dir#012node=GOS100 type=AVC msg=audit(1510306801.227:106132): avc:  denied  { mount } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem#012node=GOS100 type=SYSCALL msg=audit(1510306801.227:106132): arch=c000003e syscall=165 success=yes exit=0 a0=7f106f98cb98 a1=7f10714f0410 a2=7f106f98cb98 a3=6 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510306801.227:106132): #012) called: 1 Connections",user,setroubleshoot:,2017-11-10T17:40:03.154541+08:00,"['_grokparsefailure', '_dateparsefailure']"
51,{'$oid': '5a0573f3dabef614c4000023'},debug,"""2017-11-10T09:40:03.367Z""",h100,1, analyze_avc() avc=scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:user_tmp_t:s0 access=['mounton'] tclass=dir tpath= ,user,setroubleshoot:,2017-11-10T17:40:03.150718+08:00,"['_grokparsefailure', '_dateparsefailure']"
52,{'$oid': '5a0573f3dabef60a28000024'},debug,"""2017-11-10T09:40:03.619Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510306801.275:106138): ,user,setroubleshoot:,2017-11-10T17:40:03.509327+08:00,"['_grokparsefailure', '_dateparsefailure']"
53,{'$oid': '5a0573f3dabef60a28000025'},debug,"""2017-11-10T09:40:03.620Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510306801.275:106138): arch=c000003e syscall=166 success=yes exit=0 a0=7f10714f0410 a1=2 a2=5b30 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-10T17:40:03.509244+08:00,"['_grokparsefailure', '_dateparsefailure']"
54,{'$oid': '5a0573f3dabef60a28000026'},debug,"""2017-11-10T09:40:03.621Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.275:106138): avc:  denied  { unmount } for  pid=908 comm=""systemd-logind"" scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem",user,setroubleshoot:,2017-11-10T17:40:03.508927+08:00,"['_grokparsefailure', '_dateparsefailure']"
55,{'$oid': '5a0573f3dabef60a28000027'},debug,"""2017-11-10T09:40:03.622Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510306801.275:106138): avc:  denied  { unmount } for  pid=908 comm=""systemd-logind"" scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem#012node=GOS100 type=SYSCALL msg=audit(1510306801.275:106138): arch=c000003e syscall=166 success=yes exit=0 a0=7f10714f0410 a1=2 a2=5b30 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510306801.275:106138): #012) called: 1 Connections",user,setroubleshoot:,2017-11-10T17:40:03.508773+08:00,"['_grokparsefailure', '_dateparsefailure']"
56,{'$oid': '5a0573f3dabef60a28000028'},debug,"""2017-11-10T09:40:03.622Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510306801.274:106137): ,user,setroubleshoot:,2017-11-10T17:40:03.456245+08:00,"['_grokparsefailure', '_dateparsefailure']"
57,{'$oid': '5a0573f3dabef60a28000029'},debug,"""2017-11-10T09:40:03.623Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510306801.274:106137): arch=c000003e syscall=2 success=yes exit=20 a0=7f10714f0410 a1=f0800 a2=0 a3=ffffffffffffff98 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-10T17:40:03.451821+08:00,"['_grokparsefailure', '_dateparsefailure']"
58,{'$oid': '5a0573f3dabef60a2800002a'},debug,"""2017-11-10T09:40:03.626Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510306801.274:106137): avc:  denied  { read } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=dir",user,setroubleshoot:,2017-11-10T17:40:03.448729+08:00,"['_grokparsefailure', '_dateparsefailure']"
59,{'$oid': '5a0573f3dabef60a2800002b'},debug,"""2017-11-10T09:40:03.626Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510306801.274:106137): avc:  denied  { read } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=90973663 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=dir#012node=GOS100 type=SYSCALL msg=audit(1510306801.274:106137): arch=c000003e syscall=2 success=yes exit=20 a0=7f10714f0410 a1=f0800 a2=0 a3=ffffffffffffff98 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510306801.274:106137): #012) called: 1 Connections",user,setroubleshoot:,2017-11-10T17:40:03.447497+08:00,"['_grokparsefailure', '_dateparsefailure']"
60,{'$oid': '5a0573f3dabef60a2800002c'},err,"""2017-11-10T09:40:03.627Z""",h100,1, Plugin Exception restorecon ,user,setroubleshoot:,2017-11-10T17:40:03.623036+08:00,"['_grokparsefailure', '_dateparsefailure']"
61,{'$oid': '5a0573f3dabef60a2800002d'},debug,"""2017-11-10T09:40:03.627Z""",h100,1, lookup_signature: found 1 matches with scores 1.00,user,setroubleshoot:,2017-11-10T17:40:03.623591+08:00,"['_grokparsefailure', '_dateparsefailure']"
62,{'$oid': '5a0573f3dabef60a2800002e'},err,"""2017-11-10T09:40:03.628Z""",h100,1, SELinux is preventing /usr/lib/systemd/systemd-logind from mounton access on the directory . For complete SELinux messages. run sealert -l 1f18580c-7657-41ab-af43-1142793cac3c,user,setroubleshoot:,2017-11-10T17:40:03.623960+08:00,"['_grokparsefailure', '_dateparsefailure']"
63,{'$oid': '5a0573f3dabef60a2800002f'},debug,"""2017-11-10T09:40:03.628Z""",h100,1, sending alert to all clients,user,setroubleshoot:,2017-11-10T17:40:03.623800+08:00,"['_grokparsefailure', '_dateparsefailure']"
64,{'$oid': '5a0573f3dabef60a28000030'},debug,"""2017-11-10T09:40:03.628Z""",h100,1, signature found in database,user,setroubleshoot:,2017-11-10T17:40:03.623765+08:00,"['_grokparsefailure', '_dateparsefailure']"
65,{'$oid': '5a0573f3dabef60a28000031'},debug,"""2017-11-10T09:40:03.629Z""",h100,1," load_plugins() names=['allow_anon_write', 'allow_execheap', 'allow_execmod', 'allow_execstack', 'allow_ftpd_use_cifs', 'allow_ftpd_use_nfs', 'associate', 'automount_exec_config', 'bind_ports', 'catchall', 'catchall_boolean', 'catchall_labels', 'chrome', 'connect_ports', 'cvs_data', 'dac_override', 'device', 'disable_ipv6', 'file', 'filesystem_associate', 'httpd_can_sendmail', 'httpd_write_content', 'kernel_modules', 'leaks', 'mmap_zero', 'mounton', 'mozplugger', 'mozplugger_remove', 'openvpn', 'public_content', 'qemu_blk_image', 'qemu_file_image', 'restorecon', 'restorecon_source', 'rsync_data', 'samba_share', 'sandbox_connect', 'selinuxpolicy', 'setenforce', 'sshd_root', 'swapfile', 'sys_module', 'sys_resource', 'vbetool', 'wine', 'xen_image']",user,setroubleshoot:,2017-11-10T17:40:03.624824+08:00,"['_grokparsefailure', '_dateparsefailure']"
66,{'$oid': '5a0573f3dabef60a28000032'},debug,"""2017-11-10T09:40:03.630Z""",h100,1, load_plugins() plugins.catchall previously imported,user,setroubleshoot:,2017-11-10T17:40:03.625243+08:00,"['_grokparsefailure', '_dateparsefailure']"
67,{'$oid': '5a0573f3dabef60a28000033'},debug,"""2017-11-10T09:40:03.630Z""",h100,1, load_plugins() plugins.bind_ports previously imported,user,setroubleshoot:,2017-11-10T17:40:03.625213+08:00,"['_grokparsefailure', '_dateparsefailure']"
68,{'$oid': '5a0573f3dabef60a28000034'},debug,"""2017-11-10T09:40:03.630Z""",h100,1, load_plugins() plugins.automount_exec_config previously imported,user,setroubleshoot:,2017-11-10T17:40:03.625184+08:00,"['_grokparsefailure', '_dateparsefailure']"
