_id,severity,@timestamp,host,@version,message,facility,syslog-tag,timestamp,tags
{'$oid': '5a0d05c2dabef68bee018925'},info,"""2017-11-16T03:28:02.214Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:02.166795-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05c2dabef68bee018926'},info,"""2017-11-16T03:28:02.214Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:02.166141-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b0018927'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.171933-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b0018928'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.171261-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b0018929'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.170548-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892a'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.169865-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892b'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.169178-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892c'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.168277-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892d'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.167567-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892e'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.166860-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05d1dabef6d6b001892f'},info,"""2017-11-16T03:28:17.241Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:17.166135-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018930'},info,"""2017-11-16T03:28:32.269Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.172547-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018931'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.171812-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018932'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.171079-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018933'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.170335-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018934'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.169606-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018935'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.168683-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018936'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.168001-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018937'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.167282-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05e0dabef61ee7018938'},info,"""2017-11-16T03:28:32.270Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:32.166479-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f04018939'},info,"""2017-11-16T03:28:47.298Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.172686-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893a'},info,"""2017-11-16T03:28:47.298Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.171928-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893b'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.171172-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893c'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.170409-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893d'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.169629-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893e'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.168716-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f0401893f'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.167843-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f04018940'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.167116-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05efdabef69f04018941'},info,"""2017-11-16T03:28:47.299Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:28:47.166329-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018942'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.174038-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018943'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.173306-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018944'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.172582-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018945'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.171855-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018946'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.171192-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018947'},info,"""2017-11-16T03:29:02.328Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.170499-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018948'},info,"""2017-11-16T03:29:02.329Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.169609-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac0018949'},info,"""2017-11-16T03:29:02.329Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.168895-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d05fedabef6eac001894a'},info,"""2017-11-16T03:29:02.329Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:02.168169-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf01894b'},info,"""2017-11-16T03:29:17.357Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.173718-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf01894c'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.173050-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf01894d'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.172357-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf01894e'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.171673-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf01894f'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.170991-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf018950'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.170298-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf018951'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.169369-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf018952'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.168684-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d060ddabef6a9bf018953'},info,"""2017-11-16T03:29:17.358Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:17.167992-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018954'},info,"""2017-11-16T03:29:32.387Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.174116-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018955'},info,"""2017-11-16T03:29:32.387Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.173384-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018956'},info,"""2017-11-16T03:29:32.387Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.172657-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018957'},info,"""2017-11-16T03:29:32.387Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.171936-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018958'},info,"""2017-11-16T03:29:32.388Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.171245-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa5018959'},info,"""2017-11-16T03:29:32.388Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.170531-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa501895a'},info,"""2017-11-16T03:29:32.388Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.169617-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa501895b'},info,"""2017-11-16T03:29:32.388Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.168878-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d061cdabef6faa501895c'},info,"""2017-11-16T03:29:32.388Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:32.168125-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf01895d'},info,"""2017-11-16T03:29:47.415Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_attemptfails] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.175374-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf01895e'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_listendrops] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.174610-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf01895f'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_inerrors] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.173891-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018960'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_outdatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.173189-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018961'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [udp_indatagrams] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.172464-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018962'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_insegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.171745-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018963'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_outsegs] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.170808-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018964'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcp_retrans_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.170083-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d062bdabef6a9bf018965'},info,"""2017-11-16T03:29:47.416Z""",ustcnyx,1, [PYTHON] Can't call the metric handler function for [tcpext_tcploss_percentage] in the python module [netstats].#012,daemon,/usr/sbin/gmond[2390]:,2017-11-15T22:29:47.169294-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d0639dabef6eac0018966'},info,"""2017-11-16T03:30:01.193Z""",ustcnyx,1, (root) CMD (/usr/lib64/sa/sa1 1 1),cron,CROND[9072]:,2017-11-15T22:30:01.127693-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d0639dabef62030018967'},info,"""2017-11-16T03:30:01.444Z""",h75,1, 4EED9196239: message-id=<20171116033001.4EED9196239@h75.localdomain>,mail,postfix/cleanup[5311]:,2017-11-15T22:30:01.380805-05:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d0639dabef62030018968'},info,"""2017-11-16T03:30:01.444Z""",h75,1, 4EED9196239: uid=0 from=<root>,mail,postfix/pickup[5015]:,2017-11-15T22:30:01.323409-05:00,"['_grokparsefailure', '_dateparsefailure']"
